Battery_Voltage_V,Battery_Temperature_C,State_of_Charge_Percent,Charge_Discharge_Cycles,Current_A,Battery_Age_Months,Internal_Resistance_mOhm,Ambient_Temperature_C,Battery_Health_Percent
391.0,19.41,82.71,507,-66.76,74.4,46.55,10.2,83.63
377.1,69.75,49.18,289,-137.79,37.7,36.89,32.22,81.43
383.87,21.83,66.46,476,20.63,48.4,42.91,22.7,87.52
370.04,12.06,39.51,453,1.4,44.6,39.84,11.6,90.33
380.03,22.85,75.65,249,21.79,24.3,34.52,23.16,93.81
364.11,66.63,29.15,365,-130.4,48.5,41.1,30.41,82.58
386.23,52.34,73.34,87,-100.22,2.9,30.57,31.73,92.83
363.55,17.31,23.37,155,32.12,12.7,30.55,16.22,95.61
383.63,16.53,73.61,437,8.63,85.1,49.48,14.38,83.38
368.94,28.02,32.9,526,44.21,72.2,45.33,24.97,84.48
364.21,41.57,31.47,224,-54.4,40.6,40.05,33.71,88.99
390.15,24.64,82.09,229,-46.56,49.6,40.3,20.07,90.18
392.73,19.76,82.3,277,-3.03,35.5,34.33,23.56,88.85
381.77,60.37,70.68,325,-121.07,71.1,44.96,29.88,77.74
398.86,21.29,92.77,494,-28.25,75.3,45.46,19.8,86.44
355.86,34.18,19.84,749,112.1,73.3,48.03,7.93,80.41
367.26,39.1,30.59,229,-61.47,69.4,47.09,31.11,81.32
365.76,48.08,32.93,139,-136.21,19.6,35.29,10.53,91.41
366.54,31.86,34.0,448,-15.33,32.4,39.06,31.3,92.5
358.89,49.25,36.16,523,-94.07,45.1,41.15,25.79,87.21
383.84,31.07,71.22,166,-46.42,31.8,40.34,25.71,94.47
364.73,14.71,30.72,978,25.25,72.5,50.63,16.97,82.46
370.73,21.75,32.16,221,-6.51,31.6,39.0,24.68,94.71
379.49,29.69,59.19,7,-69.31,13.3,32.75,19.21,98.24
359.73,49.07,23.37,625,10.31,38.3,42.32,50.0,81.51
372.33,61.35,39.66,1107,-140.08,94.1,57.23,19.96,67.73
353.74,40.62,10.5,232,-28.17,21.7,36.07,38.39,93.35
400.84,31.05,95.49,578,-63.04,58.8,44.56,22.35,85.99
368.36,70.0,35.14,445,-181.58,41.6,41.72,30.43,82.03
390.18,54.6,85.75,0,-112.64,6.8,28.74,28.08,93.7
380.49,30.03,55.34,233,-40.88,46.8,40.28,26.35,90.27
365.14,24.21,26.68,614,4.8,67.4,46.5,26.03,85.37
364.37,31.6,23.38,646,-38.69,49.3,42.86,30.47,85.06
384.96,51.75,71.02,442,-57.76,83.7,47.68,41.76,78.46
400.13,17.97,96.66,318,8.59,27.7,36.09,16.69,92.66
366.96,10.66,22.39,153,-23.55,8.3,31.07,10.32,95.53
358.5,19.39,15.97,805,19.84,89.9,53.83,19.7,80.67
369.69,29.36,41.77,400,-5.53,36.3,41.08,29.28,88.9
375.84,39.3,42.41,523,-82.72,55.3,45.17,25.04,85.11
392.8,40.72,81.59,351,0.25,76.0,47.47,43.42,82.02
373.42,42.57,49.54,283,17.66,31.1,38.9,42.2,90.15
360.67,23.23,10.93,666,44.01,68.8,43.89,23.45,84.41
392.62,53.66,92.46,76,-71.63,13.0,34.64,43.45,90.03
371.81,42.76,40.45,119,-61.79,28.0,34.57,32.21,91.74
387.69,18.44,68.51,152,12.82,13.9,32.55,20.71,96.88
387.42,26.74,68.41,722,10.49,77.9,50.09,26.8,84.39
352.48,35.61,10.35,68,-70.62,21.4,35.9,26.07,98.3
348.95,31.3,5.34,674,-80.35,68.9,48.04,20.64,81.34
357.37,29.46,13.36,1066,-65.98,90.6,53.92,21.66,75.68
400.05,32.36,95.87,244,-35.24,50.7,41.83,32.51,84.96
386.98,39.46,80.43,621,-93.27,51.8,44.47,24.0,81.94
359.68,25.94,17.54,263,-14.82,44.3,40.07,25.17,89.2
377.33,67.95,63.41,176,-143.61,31.3,34.46,25.93,80.43
384.75,41.82,63.14,223,-89.9,45.7,36.51,26.32,85.59
350.81,41.57,5.05,569,-28.96,57.9,43.71,37.21,82.98
372.39,39.31,45.76,1178,-95.16,94.7,54.0,19.74,72.25
388.9,42.72,72.62,591,-65.1,90.0,52.11,30.3,77.08
363.69,17.17,22.75,815,-47.64,82.8,47.61,12.87,79.17
394.34,35.91,85.84,763,87.26,85.4,49.01,22.78,84.93
386.95,42.57,67.73,387,-118.37,44.9,37.14,14.93,88.05
354.06,49.55,5.66,513,-25.86,63.1,45.39,44.18,81.03
397.45,47.93,86.22,953,-101.49,85.9,51.16,29.34,76.97
348.29,46.96,6.84,445,-103.74,37.7,43.45,23.74,85.29
394.5,25.69,89.35,1010,-92.5,92.3,54.72,10.63,74.35
368.05,18.75,36.7,302,-49.39,39.9,38.43,14.61,90.02
385.03,39.75,71.37,731,46.03,57.7,46.46,36.52,85.52
391.4,31.57,79.81,365,30.49,68.1,44.75,31.55,85.6
366.5,24.26,31.72,1023,-67.49,91.3,55.5,13.59,73.52
371.91,22.79,38.86,277,-55.99,23.5,38.29,13.64,95.26
373.15,48.33,53.41,413,-4.52,71.6,44.1,46.48,82.07
387.05,44.28,60.36,395,-36.54,50.0,39.74,41.55,84.62
365.2,40.21,32.74,342,-78.2,25.8,38.05,30.95,90.77
400.5,29.42,99.28,777,-0.32,74.6,52.39,29.16,84.13
386.89,34.13,75.02,361,57.26,53.0,44.11,26.32,89.04
365.77,16.35,31.04,853,23.51,63.5,51.86,15.43,81.84
381.32,42.69,65.84,304,41.39,31.0,40.94,36.6,91.38
373.8,30.33,46.36,237,-48.36,46.2,37.01,26.05,94.45
395.11,56.14,86.73,294,-104.96,59.3,41.75,35.3,80.28
360.92,70.0,36.25,427,-160.02,38.9,39.87,23.96,84.83
360.44,70.0,22.85,65,-164.32,19.0,33.73,31.63,86.85
353.59,,9.38,606,-52.2,92.3,50.27,23.2,81.97
406.22,29.92,98.51,502,-9.59,49.1,44.58,28.7,88.12
372.14,34.59,39.13,732,10.58,70.5,44.47,35.97,83.55
367.47,18.76,25.95,402,-25.41,39.5,41.53,22.65,91.4
377.53,58.63,51.72,265,-83.3,34.1,38.95,48.2,84.27
366.6,21.06,32.71,436,-0.73,39.1,41.42,22.22,90.59
364.66,57.06,27.13,538,-111.89,39.3,40.08,29.36,84.96
385.15,66.84,63.56,395,-106.22,52.2,43.0,41.82,78.36
361.31,41.71,12.11,563,-3.22,52.2,42.43,42.5,86.46
377.58,60.29,53.35,574,-113.99,47.7,43.43,32.67,77.2
369.03,42.7,41.81,176,-85.92,12.9,33.38,30.69,94.72
380.57,50.64,55.59,508,-98.66,47.6,40.74,28.69,89.01
365.16,42.78,35.44,34,-29.85,16.2,29.47,41.56,95.55
380.76,38.91,59.18,6,-4.71,12.1,33.59,37.57,93.05
358.43,39.99,12.77,871,-3.16,89.5,51.2,38.9,78.38
370.04,56.47,40.74,586,-74.82,58.1,44.14,44.34,82.75
361.07,35.19,27.56,874,-50.07,63.3,49.14,32.58,82.32
371.95,22.79,46.62,146,4.1,38.6,34.77,23.93,92.71
370.47,43.94,42.84,451,-71.82,87.3,48.83,31.51,77.78
379.32,47.54,64.96,300,-94.77,61.2,42.73,28.56,84.13
381.21,36.27,64.73,914,-78.49,73.8,47.56,26.11,80.79
367.78,36.41,44.27,250,-76.47,35.4,36.55,23.96,87.54
362.9,34.3,22.25,998,-38.16,92.2,55.7,33.48,78.74
381.14,35.31,60.28,586,-41.61,78.8,50.06,34.38,75.62
399.21,24.81,96.82,747,-50.04,82.0,51.6,21.04,82.93
360.15,46.46,22.62,111,-88.01,16.5,32.06,31.16,94.28
355.02,60.24,11.56,393,-95.94,26.0,36.69,44.23,87.33
362.58,22.32,30.13,264,-1.05,27.4,34.51,20.53,91.24
373.63,41.02,44.23,268,-19.41,26.0,38.05,41.69,92.84
362.97,27.93,34.09,694,-66.09,82.1,46.76,19.25,86.87
392.4,36.28,84.3,101,-43.41,3.1,34.95,31.61,96.24
374.02,16.02,51.84,68,32.73,7.3,31.65,10.19,98.87
369.46,39.51,28.38,380,-44.32,26.3,37.15,34.4,87.53
399.21,28.44,95.27,286,-40.38,19.2,34.78,25.79,93.14
358.44,13.91,16.88,27,51.64,22.3,32.23,10.55,96.21
355.02,21.96,16.68,812,24.22,76.6,49.56,23.29,78.73
360.06,56.01,28.3,432,-78.45,54.1,40.58,45.66,79.83
357.63,34.57,12.29,41,24.22,0.6,32.45,33.7,97.25
393.6,36.58,76.41,208,-50.2,41.2,39.94,29.13,91.38
368.59,54.28,34.72,412,-103.04,39.2,40.43,33.3,81.52
387.69,39.9,74.33,0,38.25,10.9,33.34,38.1,95.61
389.3,57.1,77.46,519,-82.57,64.9,43.23,43.24,76.14
364.09,38.35,27.56,452,-70.6,67.4,42.4,25.09,84.24
377.73,40.33,54.24,384,-62.88,69.2,45.15,33.93,86.59
375.13,47.19,54.36,666,82.22,69.9,46.88,32.75,79.99
390.97,47.2,87.78,0,-97.12,0.0,30.15,29.07,98.11
354.05,38.14,7.43,575,-76.16,91.6,47.41,26.14,79.82
372.03,52.65,35.1,929,-60.54,78.2,51.12,44.04,75.08
396.75,33.52,88.84,630,-8.37,86.8,47.05,30.63,79.42
360.05,19.62,27.5,36,-44.17,1.5,32.75,15.83,100.0
358.24,14.03,18.0,775,-80.04,89.7,51.1,-1.05,78.62
382.05,38.37,59.73,764,-2.57,77.7,52.11,37.54,76.71
371.58,24.53,34.06,866,41.39,80.4,51.07,23.7,80.18
380.07,63.84,49.39,0,-137.39,9.0,29.84,26.48,87.48
390.82,49.81,82.9,988,-80.89,70.9,52.09,32.08,76.59
379.71,49.94,54.47,1105,-9.28,92.2,52.6,50.0,75.6
377.75,66.89,54.01,755,-113.97,65.1,46.73,41.54,73.84
365.35,29.96,31.43,256,-49.29,54.8,40.44,25.73,89.34
390.35,37.0,80.32,414,36.24,90.8,43.21,35.31,83.06
387.87,19.24,75.28,419,-2.64,42.5,43.48,21.98,90.72
367.15,31.3,27.24,772,-8.74,57.5,47.43,35.74,84.25
363.49,18.27,35.4,466,4.84,45.7,38.67,19.77,86.24
391.36,29.96,79.92,601,-20.5,89.6,50.09,29.83,83.84
374.11,38.52,38.98,30,-60.23,7.3,29.15,30.16,99.03
375.96,17.38,43.34,559,17.89,48.1,43.43,17.48,85.3
371.52,31.77,39.62,740,-68.55,65.9,45.46,22.11,77.81
357.91,8.83,20.36,462,-49.69,76.0,46.17,6.26,90.2
371.02,59.62,37.39,229,-139.35,56.0,,24.21,80.87
394.61,49.28,81.28,708,-68.67,87.3,50.67,39.16,73.13
374.28,51.78,51.65,827,-35.28,90.4,51.2,47.99,68.1
375.34,47.83,48.53,65,-38.42,6.2,30.25,42.92,93.23
359.31,27.03,19.85,460,15.43,38.6,39.84,24.14,91.31
359.09,39.35,21.87,0,-66.27,2.3,32.36,27.93,100.0
353.59,36.82,9.08,162,-63.85,31.6,37.32,27.29,91.35
353.55,35.27,6.33,490,-72.47,51.5,44.16,25.9,82.82
372.93,39.61,51.36,1193,-25.52,87.4,54.98,37.74,74.68
368.69,27.41,43.88,1060,52.78,81.3,54.83,22.49,78.62
362.91,70.0,31.16,130,-178.62,12.2,36.11,42.52,85.18
400.51,39.76,99.05,92,-69.26,8.9,29.54,29.39,95.18
367.01,26.33,42.81,666,-61.06,56.6,43.03,16.34,86.23
383.32,70.0,79.94,610,-167.9,51.1,45.92,27.03,78.22
366.62,37.28,25.0,348,-47.44,25.6,40.77,32.79,91.83
361.19,45.46,28.47,547,-61.2,86.3,46.21,37.77,79.5
378.92,45.06,59.0,1238,-66.33,89.0,53.02,35.54,72.29
355.46,49.75,5.38,319,-106.2,38.7,37.48,24.84,90.63
349.01,30.62,6.66,442,-45.24,85.5,46.27,22.82,84.7
354.94,69.76,18.51,185,-109.99,36.9,37.68,45.3,85.23
361.2,44.25,26.2,676,-90.52,70.7,48.91,28.27,81.46
380.46,22.38,55.15,425,-51.97,45.7,40.73,16.66,90.22
385.03,25.12,70.19,0,21.3,11.8,35.23,22.15,100.0
367.29,9.89,34.63,1064,-15.38,89.1,53.91,8.38,75.69
362.97,10.71,27.71,463,-3.17,43.6,39.79,11.71,91.25
393.27,34.8,83.17,819,77.7,70.5,46.86,22.7,78.62
364.53,20.44,20.46,224,-13.57,35.2,36.66,20.04,93.11
393.67,40.98,69.44,33,-102.81,1.8,30.98,21.13,92.77
396.29,45.27,93.48,15,-73.76,9.7,31.34,35.7,92.19
368.11,51.04,27.06,363,-91.43,47.6,39.99,36.74,83.78
359.63,20.69,13.26,543,-48.14,66.2,44.73,16.35,89.14
399.84,57.55,98.08,313,-64.68,32.1,36.38,46.92,85.47
358.73,49.69,30.72,487,-96.56,66.8,45.34,29.01,82.34
364.46,28.5,31.19,282,15.44,67.1,46.86,28.08,90.19
374.46,24.43,50.96,481,19.73,67.6,44.32,20.08,85.45
364.55,26.6,26.95,488,-29.23,47.3,42.72,25.0,91.96
399.07,,99.32,1146,-100.12,87.8,53.66,48.29,67.25
352.85,15.37,9.08,570,-32.71,47.0,46.15,17.19,85.33
380.04,42.84,47.89,240,-76.71,43.2,37.74,30.67,90.72
382.47,23.54,57.09,93,37.15,19.1,32.98,22.58,97.77
368.61,37.78,49.36,162,-111.74,29.5,32.87,9.9,92.19
376.38,10.16,54.45,0,-0.54,4.1,26.86,12.64,98.07
401.3,36.69,98.82,236,-1.81,60.8,41.05,34.11,89.5
398.15,11.56,88.31,173,13.79,23.9,34.2,10.77,92.9
365.89,14.95,34.3,282,-28.22,29.2,38.21,15.65,88.67
378.05,40.05,57.39,490,-59.81,74.0,47.05,36.22,84.46
352.8,57.21,5.03,168,103.59,31.4,36.78,35.01,88.83
373.94,43.9,43.91,178,-92.62,23.3,36.23,28.59,92.74
355.68,12.3,20.57,103,3.09,16.2,34.7,16.22,95.97
380.24,23.17,72.58,703,-38.89,74.4,49.02,16.18,83.97
366.77,17.25,26.0,188,-19.43,12.5,32.6,14.76,95.1
385.1,25.15,76.15,166,-19.75,43.6,36.56,26.66,92.82
373.74,52.81,34.75,376,-104.95,48.7,40.54,34.41,87.43
393.89,55.18,92.95,775,-120.54,66.0,46.86,23.76,76.99
373.1,61.35,47.31,785,-116.63,60.8,47.33,36.85,76.94
393.48,53.21,84.75,665,-66.76,77.8,50.32,44.1,73.82
375.94,34.05,64.68,16,-25.11,4.3,30.14,31.91,97.38
407.52,27.64,97.85,145,-81.24,28.5,36.08,15.47,94.07
386.59,58.75,75.56,188,-126.18,26.9,39.86,28.86,88.81
384.55,38.19,74.13,234,15.11,14.0,35.11,41.54,97.75
361.58,57.63,30.16,295,-132.32,27.8,38.12,21.69,86.87
377.57,26.43,52.96,325,-11.21,29.7,41.02,21.42,88.73
367.15,51.58,32.56,384,-85.08,50.1,40.95,39.4,81.52
350.02,13.83,6.83,589,33.05,63.7,46.74,13.64,87.45
382.14,41.77,72.51,403,-71.54,36.6,37.81,29.98,86.87
366.87,59.37,27.4,790,-145.63,69.1,47.54,21.82,76.98
369.41,25.68,42.75,78,-42.37,32.3,34.91,23.67,95.48
360.86,61.8,32.04,254,-90.42,27.9,37.67,45.03,85.61
361.54,21.69,23.97,494,8.65,52.0,46.89,23.19,87.84
354.48,31.07,11.38,57,-20.22,2.3,29.34,29.22,99.47
374.4,51.23,37.1,0,-77.74,7.7,33.38,38.31,90.62
354.82,35.47,12.77,371,-100.16,40.1,41.44,15.18,88.56
377.24,57.25,56.33,982,-105.85,90.5,53.86,36.36,75.16
354.09,33.99,6.86,735,-75.15,69.3,48.29,23.52,79.86
395.44,18.85,94.3,99,41.82,8.5,33.7,15.2,95.37
399.73,28.23,96.82,606,-48.63,81.2,48.3,23.08,81.75
363.92,32.04,33.94,777,16.82,70.3,47.46,28.62,86.0
364.14,65.07,29.72,637,-128.85,58.7,47.41,30.4,74.67
358.68,67.97,14.92,677,-155.26,78.7,48.31,20.51,71.93
398.9,45.68,90.97,222,-96.73,38.8,38.31,25.84,86.37
378.62,15.34,60.75,63,-0.57,21.3,31.82,14.07,95.63
379.69,26.18,62.96,648,-57.33,49.2,43.71,20.92,86.31
399.68,15.9,90.11,343,13.38,52.7,38.49,14.38,90.64
394.11,29.3,91.52,341,35.83,51.7,41.45,27.21,86.1
391.68,39.2,83.69,261,-97.43,54.2,37.89,19.62,88.42
394.38,50.97,78.48,1102,10.06,91.1,51.2,48.75,69.86
394.37,37.63,88.34,660,43.28,86.6,46.69,31.83,80.81
393.37,10.97,88.22,734,22.01,84.1,50.86,11.74,77.93
369.49,55.11,40.02,559,-135.64,76.9,45.2,20.54,77.18
396.51,70.0,97.47,799,-151.3,90.6,51.32,35.02,67.7
387.54,42.97,72.37,119,-66.92,9.5,31.33,30.45,94.67
367.31,22.11,40.17,201,-64.65,25.5,36.68,12.29,97.48
375.83,19.76,46.99,516,10.57,47.5,38.76,20.13,90.04
385.18,53.08,70.28,911,-98.06,81.3,51.19,34.43,75.26
370.36,30.21,39.3,540,-15.06,48.5,41.86,31.71,87.89
396.95,56.24,83.52,399,-104.99,71.8,46.23,33.76,78.81
355.19,25.7,19.07,224,-19.3,13.3,35.46,25.2,95.51
395.68,28.34,91.22,191,-67.43,24.2,31.26,19.43,94.88
368.72,13.62,33.61,314,-18.49,70.3,46.03,15.24,85.4
357.91,47.05,19.51,167,-61.83,15.8,36.11,37.5,90.12
396.11,70.0,86.51,466,-172.44,33.7,40.63,47.44,79.13
362.24,31.86,27.75,204,-9.46,25.4,33.07,30.77,93.81
393.44,35.61,85.12,413,30.2,33.6,40.19,37.36,87.83
366.2,33.23,33.15,826,-90.15,68.0,49.86,20.01,81.85
397.34,25.74,93.72,411,8.57,35.3,38.77,27.79,88.13
363.13,40.71,25.81,438,-76.8,53.3,44.27,27.37,85.99
355.71,60.15,11.62,26,-120.99,9.6,35.07,31.85,90.29
395.56,38.47,93.97,562,-76.68,77.3,46.42,28.78,84.96
358.37,56.52,20.73,309,-51.03,35.5,36.63,50.0,88.24
398.29,63.78,94.69,691,-119.23,62.3,45.84,36.0,74.06
391.8,45.1,83.28,527,40.98,69.6,46.78,40.99,81.1
354.32,63.44,12.78,160,-131.85,20.1,34.59,30.71,87.91
374.67,17.2,47.29,637,-72.49,84.9,47.2,6.74,80.92
354.6,53.33,11.97,438,-95.34,59.2,45.59,32.48,79.41
372.83,44.83,36.33,518,41.23,41.2,,38.95,86.03
376.66,70.0,38.39,110,-130.44,17.5,34.94,41.93,87.6
385.15,26.96,61.97,851,9.51,90.5,53.37,27.33,78.89
402.86,16.86,97.71,954,-28.17,72.5,50.05,13.65,80.32
363.01,51.67,21.13,230,-114.86,20.0,36.54,25.11,88.99
367.51,21.67,36.27,245,-61.09,32.4,40.78,13.5,90.27
374.69,48.83,60.77,938,-50.95,77.7,52.87,40.87,76.43
357.57,33.02,21.28,574,-4.9,66.8,42.52,32.54,85.17
384.23,34.07,72.52,527,-78.7,73.5,45.95,22.88,83.8
375.3,37.94,43.35,263,-2.11,42.4,37.6,35.42,90.65
398.37,43.79,95.21,698,-37.07,68.8,49.7,42.69,85.02
380.44,36.13,64.84,292,-12.93,37.1,38.48,35.84,94.18
364.21,64.09,39.49,258,-92.87,20.3,35.33,48.0,87.08
393.63,22.69,73.35,650,-54.47,60.7,42.61,19.14,84.39
393.94,39.76,84.68,459,-33.39,93.7,54.77,37.73,80.66
393.25,15.99,81.05,167,-35.1,29.8,,13.41,93.69
363.37,50.03,29.96,396,-42.37,44.3,40.29,46.94,85.23
371.89,51.92,44.61,344,85.54,64.7,40.12,35.28,84.18
372.95,22.81,47.96,480,-5.54,52.0,42.95,24.27,89.0
371.14,17.19,41.9,823,3.65,81.0,50.27,16.44,81.04
372.8,21.44,34.53,678,-25.19,73.1,48.01,22.6,84.26
384.64,30.33,76.51,20,-8.0,5.6,28.26,25.41,100.0
352.96,30.43,6.16,927,-28.08,95.8,50.31,30.16,75.3
367.53,34.13,32.89,803,69.07,72.2,52.26,27.83,81.63
358.88,25.0,18.45,1080,-43.6,82.9,50.9,21.66,76.48
361.6,40.22,17.23,837,9.88,62.5,48.8,39.57,81.31
360.45,27.26,31.31,815,85.12,82.2,49.92,11.01,78.27
394.35,35.88,77.4,41,-0.82,10.8,34.02,33.73,96.37
394.44,37.62,97.1,409,-57.07,33.4,39.48,29.86,89.65
373.55,43.74,53.89,1081,-84.04,84.1,53.61,27.93,74.1
367.25,46.23,37.2,192,-69.73,19.4,35.11,34.3,92.64
389.94,22.36,83.77,162,-16.5,7.5,31.2,21.32,96.99
356.96,27.77,11.37,493,67.06,75.7,43.96,20.3,84.4
357.85,25.31,13.85,897,-3.78,80.2,50.52,25.1,79.95
369.25,29.29,37.81,162,-63.19,15.6,30.9,22.73,95.37
369.55,34.53,47.6,416,-58.3,82.0,42.22,25.63,82.96
389.98,42.4,80.79,724,-48.97,65.9,47.42,35.2,82.03
396.51,60.64,92.9,443,-120.44,49.9,41.37,29.1,82.64
381.43,35.1,55.47,549,-67.46,79.7,49.39,28.3,80.29
376.64,42.26,52.09,272,-70.09,40.2,40.44,30.31,89.72
363.77,55.65,25.24,222,126.69,18.6,36.05,24.7,85.74
379.82,38.26,47.86,291,15.61,27.3,38.02,37.03,90.48
392.89,57.1,92.75,387,-104.39,48.5,39.56,33.65,80.6
370.0,61.17,42.33,522,-134.15,51.0,43.82,28.06,79.99
359.1,46.42,25.01,792,-118.36,77.3,48.3,16.67,77.55
373.34,42.02,37.04,839,44.82,76.0,50.95,41.09,80.82
381.97,63.5,53.89,446,-120.94,55.8,48.34,34.65,81.24
385.52,42.03,61.87,582,56.58,75.0,42.26,33.67,80.61
374.68,48.96,46.08,260,-25.62,18.4,36.84,44.99,90.04
389.67,42.57,77.06,0,-54.76,4.8,30.87,34.95,94.39
378.89,50.01,60.52,338,-108.68,83.9,44.72,27.51,78.71
386.4,24.26,68.18,135,35.83,7.3,33.94,22.89,94.38
389.64,22.32,86.98,192,-7.23,23.7,32.95,22.5,96.3
389.77,31.26,87.24,392,14.01,66.8,48.04,30.76,84.37
360.91,45.77,24.33,490,-56.35,39.3,42.92,37.67,83.99
387.77,37.65,64.22,853,-0.0,84.1,50.04,37.78,77.22
385.0,18.05,73.08,357,48.9,28.6,34.01,14.2,92.13
358.29,36.57,18.86,0,-4.28,1.1,28.92,37.25,96.59
393.39,48.67,85.06,342,-103.34,28.9,40.62,25.04,89.14
363.77,22.38,22.14,280,-8.8,55.5,44.97,22.12,88.94
394.22,34.76,80.93,352,5.29,36.1,38.46,31.66,89.04
356.81,45.13,20.34,461,60.61,51.3,43.73,35.88,84.17
387.44,14.67,75.47,690,-4.9,84.2,48.71,15.67,81.19
360.21,30.64,19.07,1076,26.09,87.6,53.32,30.17,76.87
371.47,11.59,40.99,211,-3.02,25.5,34.19,11.79,95.79
361.91,65.07,18.63,388,-121.3,44.4,43.34,35.92,81.55
367.82,19.41,30.72,331,9.76,52.7,39.8,16.9,93.39
399.34,30.98,98.53,1032,-32.8,91.1,54.78,29.91,74.9
361.07,37.3,15.23,517,79.82,95.9,49.9,24.34,82.92
374.71,54.9,43.61,216,-126.36,22.6,40.79,22.3,88.4
387.32,32.7,69.31,846,-107.93,69.8,48.99,8.0,81.16
355.41,14.98,13.99,310,3.52,36.3,37.53,14.01,90.22
359.82,33.18,15.36,0,50.7,0.8,28.66,27.25,98.14
362.92,22.2,18.61,63,-47.22,0.9,32.59,18.7,99.26
381.6,28.45,66.27,168,-46.9,44.2,42.36,24.81,89.34
396.09,22.15,91.39,578,-27.57,46.9,46.43,20.13,87.1
396.43,34.37,83.47,0,-69.05,2.2,29.34,25.22,100.0
400.38,14.86,98.39,569,19.25,65.9,47.21,15.98,85.49
379.7,31.87,59.92,361,-68.96,28.2,35.77,23.24,93.29
402.55,25.67,96.34,235,2.02,53.7,40.37,25.32,88.06
365.57,59.18,33.97,282,-119.4,28.9,34.41,28.3,87.29
367.43,15.83,45.04,130,63.11,16.0,33.79,9.75,93.35
368.97,70.0,42.62,475,-167.22,39.1,38.59,28.51,75.65
358.16,39.95,9.5,280,-103.8,22.3,36.01,16.88,92.61
393.47,31.65,83.82,523,95.21,51.3,45.58,14.34,87.17
353.88,40.92,7.35,272,-33.94,19.1,33.89,40.31,94.98
390.35,47.93,74.34,306,-79.59,48.8,39.58,35.3,82.21
372.34,58.91,43.67,174,-116.63,15.1,35.91,33.51,90.32
352.13,38.96,5.59,466,-66.16,64.4,43.56,25.79,83.82
368.78,21.67,32.54,859,-22.61,72.4,47.04,22.19,83.3
367.79,43.49,37.88,125,-10.8,10.6,32.01,42.87,91.22
399.79,31.24,96.65,257,-20.66,44.9,39.36,29.35,91.78
381.52,64.23,67.8,80,-147.17,6.8,33.06,19.01,86.41
375.16,17.9,56.64,296,-31.66,57.4,37.98,18.05,92.3
355.94,32.79,17.07,325,-19.66,25.4,38.2,31.11,91.27
371.0,21.96,42.15,335,-19.08,50.7,41.34,24.52,89.13
352.25,41.87,8.4,448,-38.23,49.7,37.73,38.33,87.04
386.82,54.48,77.36,944,-113.74,88.7,52.22,28.72,70.53
359.77,35.66,20.46,322,-95.29,52.7,41.35,15.99,89.46
380.52,49.28,61.47,519,32.79,56.0,,46.61,84.85
381.07,32.55,71.44,304,-86.54,38.6,36.72,17.79,88.15
362.34,29.59,39.82,497,-83.32,91.1,48.53,15.78,81.39
383.75,30.93,65.1,797,-57.78,74.6,49.11,27.16,80.39
389.22,56.57,77.6,236,-113.0,27.4,32.21,32.66,85.78
357.14,22.06,22.49,602,-1.97,81.0,46.79,19.01,82.82
382.35,62.33,62.08,385,-116.11,41.5,38.45,34.96,83.37
388.66,25.68,74.72,678,25.04,79.6,46.03,23.07,80.93
368.55,70.0,38.92,1035,-120.69,79.0,53.91,50.0,71.89
366.1,39.52,20.44,303,-56.77,18.1,37.63,31.33,91.86
369.9,17.34,32.18,563,-19.37,67.3,42.82,17.15,85.77
395.62,18.2,93.64,205,7.43,27.9,35.87,20.96,94.52
368.34,38.49,38.96,195,-53.5,28.6,37.1,32.93,89.0
353.24,35.97,15.23,200,-82.16,28.4,38.25,19.88,89.1
360.1,27.18,12.86,780,45.14,69.7,49.99,27.24,84.82
361.81,50.86,22.15,261,-29.11,22.1,35.21,47.7,91.89
361.03,39.76,17.11,0,-50.24,0.1,30.19,34.4,99.45
369.61,70.0,52.03,369,-149.12,68.7,46.17,33.95,75.48
371.34,54.05,38.02,207,-28.51,16.4,33.71,47.84,88.29
390.94,20.13,84.93,8,-40.3,10.0,29.75,20.41,97.66
396.1,60.05,88.7,280,-121.35,22.8,38.47,27.83,82.08
376.54,39.28,49.96,300,-86.87,36.5,36.38,24.97,89.34
394.64,23.71,89.41,346,-34.4,45.7,36.87,21.74,90.51
371.8,24.58,47.79,61,-11.96,4.3,31.83,25.45,98.41
384.19,42.49,65.99,1146,-101.1,93.2,56.87,23.44,71.08
357.71,44.27,20.44,387,-100.53,68.7,46.61,21.42,83.03
358.15,22.52,10.0,407,-33.06,31.0,40.06,25.05,93.55
357.94,36.5,20.21,269,-90.47,30.6,38.85,21.46,89.2
364.53,38.01,28.93,522,-52.04,43.1,39.44,31.24,86.17
385.93,23.23,76.34,699,66.52,60.1,46.77,18.45,77.11
361.22,41.33,21.48,30,-42.56,14.1,33.56,38.17,97.2
355.61,33.75,17.41,95,21.36,18.1,32.44,35.26,94.65
394.13,59.25,93.12,913,-114.73,82.5,51.52,32.46,72.45
392.1,38.33,70.44,126,-86.07,24.6,37.28,23.41,91.82
377.51,45.56,49.96,178,-87.34,36.5,39.01,28.44,89.12
358.12,44.68,14.02,781,-106.24,83.6,52.76,26.75,77.7
394.5,70.0,85.92,564,-146.1,63.7,44.15,28.27,74.39
358.56,14.72,15.28,371,-28.42,32.8,41.68,14.61,92.25
381.26,32.51,63.05,803,-16.79,65.6,46.79,29.05,79.0
